type,prompt,options,answer,source,license
mcq,Many _____ have moved through or invaded the land of Afghanistan.,people|see|good|do,people,simplewiki,CC BY-SA
mcq,These make up about half the _____.,killing|population|piece|g,population,simplewiki,CC BY-SA
mcq,Many _____ speak both languages.,people|see|think||two,people,simplewiki,CC BY-SA
mcq,They are usually written with the Arabic _____.,choir|convoy|caffeine|alphabet,alphabet,simplewiki,CC BY-SA
mcq,Afghanistan is a largely rural _____.,watch|law|data|country,country,simplewiki,CC BY-SA
mcq,This means there are only a few major _____.,city|try|team|place,city,simplewiki,CC BY-SA
mcq,About one _____ of the population live in cities.,injury|scale|communication|fifth,fifth,simplewiki,CC BY-SA
mcq,The _____ live mainly in small villages along the rivers.,rifle|farmer|breast|counsel,farmer,simplewiki,CC BY-SA
mcq,Some _____ live in the high central mountains.,good|think|people|do,people,simplewiki,CC BY-SA
mcq,Some live in the _____ in the south and southwest.,covering|switch|desert|boyfriend,desert,simplewiki,CC BY-SA
mcq,_____ of people left Afghanistan to get away from the wars that happened in the late 20th and early 21st centuries.,million|rate|current|department,million,simplewiki,CC BY-SA
mcq,Most of them _____ to Pakistan and Iran.,need|s|know|go,go,simplewiki,CC BY-SA
mcq,Afghanistan is in the _____ of important trade routes that connect southern and eastern Asia to Europe and the Middle East.,channel|path|breakfast|begin,path,simplewiki,CC BY-SA
mcq,"Because of this, many _____ builders have tried to rule over the area.",bonus|profit|empire|therapy,empire,simplewiki,CC BY-SA
mcq,_____ that these emperors were near Afghanistan still exist in many parts of the country.,voice|sign|middle|v.,sign,simplewiki,CC BY-SA
mcq,Afghanistan is near what _____ to be the Silk Road.,give|use|need|name,use,simplewiki,CC BY-SA
mcq,"The _____ of Afghanistan helped develop major world religions, traded and exchanged many products, and sometimes controlled politics and culture in Asia.",time|out|people||two,people,simplewiki,CC BY-SA
mcq,As _____ and villages grew these ancient people started irrigation (digging ditches for water so it flows to crops) that allowed them to grow crops on the northern Afghanistan desert plains.,abuse|feature|farm|corner,farm,simplewiki,CC BY-SA
mcq,He founded some _____ in the area.,put|hope|city|change,city,simplewiki,CC BY-SA
mcq,They were _____ by the Taliban in 2001.,crack|mix|destroy|recognize,destroy,simplewiki,CC BY-SA
mcq,There were international _____.,sake|pit|protest|jet,protest,simplewiki,CC BY-SA
mcq,The Taliban believe that the ancient _____ were un-Islamic and that they had a right to destroy them.,statue|jungle|widow|referendum,statue,simplewiki,CC BY-SA
mcq,Arabs introduced Islam in the 7th _____ and slowly began spreading the new religion.,p|century|star|test,century,simplewiki,CC BY-SA
mcq,"In the 9th and 10th _____, many local Islamic dynasties rose to power inside Afghanistan.",century|scale|potential|hour,century,simplewiki,CC BY-SA
mcq,All the major _____ of modern Afghanistan were centers of science and culture in the past.,school|d|city|care,city,simplewiki,CC BY-SA
mcq,The New Persian _____ arose and flourished in the area.,housing|orange|literature|bottle,literature,simplewiki,CC BY-SA
mcq,Under their _____ Afghanistan enjoyed peace and prosperity.,hate|forward|v|rule,rule,simplewiki,CC BY-SA
mcq,"During the 1800s, Afghanistan became a _____ zone between two powerful empires, the British Indian Empire and the Russian Empire.",songwriter|buffer|correspondence|congressman,buffer,simplewiki,CC BY-SA
mcq,"To stop the Russian _____, Britain tried to make Afghanistan part of its empire but the Afghans fought wars with British-led Indians from 1839 to 1842 and from 1878 to 1880.",ending|chair|fee|advance,advance,simplewiki,CC BY-SA
mcq,The Kingdom of Afghanistan was a constitutional _____ established in 1926.,beverage|monarchy|battalion|cameo,monarchy,simplewiki,CC BY-SA
mcq,"During World War II, Afghanistan _____ neutral.",remain|honor|lie|roll,remain,simplewiki,CC BY-SA
mcq,It pursued a diplomatic _____ of non-alignment.,sort|view|pressure|policy,policy,simplewiki,CC BY-SA
mcq,The _____ of Pakistan in 1947 as its eastern neighbor created problems.,pilot|conduct|premier|creation,creation,simplewiki,CC BY-SA
mcq,"In 1973, political _____ led to the overthrow of the king.",concrete|gym|coverage|crisis,crisis,simplewiki,CC BY-SA
mcq,The _____'s new leader ended the monarchy and made Afghanistan a republic.,deal|public|thought|country,country,simplewiki,CC BY-SA
mcq,"In 1978, a Communist political _____ supported by the Soviet Union seized control of Afghanistan's government.",talk|try|c|party,party,simplewiki,CC BY-SA
mcq,This _____ sparked rebellions throughout the country.,story|morning|water|move,move,simplewiki,CC BY-SA
mcq,The _____ asked the Soviet Union for military assistance.,money|point|order|government,government,simplewiki,CC BY-SA
mcq,The Soviets took _____ of the situation and invaded Afghanistan in December 1979.,selection|advantage|computer|strength,advantage,simplewiki,CC BY-SA
mcq,Most _____ in Afghanistan opposed the sudden Soviet presence in their country.,over|people|good|time,people,simplewiki,CC BY-SA
mcq,"For nearly a _____, anti-Communist Islamic forces known as ""Mujahideen"" were trained in Pakistan to fight the Soviets and the Afghan government.",frequency|decade|publishing|layer,decade,simplewiki,CC BY-SA
mcq,"In the long _____, over one million Afghan civilians were killed.",leave|information|war|idea,war,simplewiki,CC BY-SA
mcq,"The Soviet Army also lost more than 15,000 _____ in that war.",talent|dancing|pen|soldier,soldier,simplewiki,CC BY-SA
mcq,In 1989 the Soviet Army withdrew the last of its _____.,repression|cube|troop|lecturer,troop,simplewiki,CC BY-SA
mcq,"After the Soviets left in 1989, the Afghan Civil War started; different Afghan _____ began fighting for control of the country.",warlord|spore|facelift|sonnet,warlord,simplewiki,CC BY-SA
mcq,A very conservative Islamic _____ known as the Taliban emerged in an attempt to end the civil war.,general|group|public|health,group,simplewiki,CC BY-SA
mcq,By the late 1990s the Taliban had gained _____ over 95% of Afghanistan.,means|control|room|plan,control,simplewiki,CC BY-SA
mcq,"A _____ known as the Northern Alliance, based in northern Afghanistan near the border with Tajikistan, continued to fight against the Taliban.",hope|whole|group|following,group,simplewiki,CC BY-SA
mcq,The Taliban ruled Afghanistan according to their strict _____ of Islamic law.,beat|version|agreement|island,version,simplewiki,CC BY-SA
mcq,_____ whom the Taliban believed violated these laws were given cruel punishments.,time|up|people|over,people,simplewiki,CC BY-SA
mcq,"In _____, the Taliban completely restricted the rights of women.",access|writing|church|addition,addition,simplewiki,CC BY-SA
mcq,"Because of such _____, most countries refused to recognize the Taliban government.",double|policy|guess|section,policy,simplewiki,CC BY-SA
mcq,"Only Pakistan, Saudi Arabia and the United Arab Emirates accepted them as the official _____.",party|line|government|level,government,simplewiki,CC BY-SA
mcq,The Taliban also angered other _____ by allowing suspected terrorists to live freely in Afghanistan.,future|country|talk|family,country,simplewiki,CC BY-SA
mcq,"In September 2001, the United States blamed bin Laden for the terrorist _____ on the World Trade Center in New York City and the Pentagon outside Washington, D.C.",education|attack|tv|marriage,attack,simplewiki,CC BY-SA
mcq,The Taliban _____ to hand him over to the United States.,crown|refuse|guarantee|sin,refuse,simplewiki,CC BY-SA
mcq,"In _____, the United States and its allies launched a bombing campaign against al-Qaeda in October 2001.",opening|wear|performance|response,response,simplewiki,CC BY-SA
mcq,Taliban _____ have gone into Afghanistan from neighboring Pakistan.,swing|walker|fighter|cleaning,fighter,simplewiki,CC BY-SA
mcq,Afghans accused Pakistan's _____ of being behind the Taliban militants but Pakistan rejected this and stated that a stable Afghanistan is in Pakistan's own interest.,film|n.|west|military,military,simplewiki,CC BY-SA
mcq,"NATO began rebuilding Afghanistan, including its military and _____ institutions.",research|help|lot|government,government,simplewiki,CC BY-SA
mcq,Many _____ and colleges were built.,school|making|am|water,school,simplewiki,CC BY-SA
mcq,"_____ can study, work, drive, and run for office.",town|song|woman|heart,woman,simplewiki,CC BY-SA
mcq,"Many Afghan _____ work as politicians, some are ministers while at least one is a mayor.",march|friend|woman|light,woman,simplewiki,CC BY-SA
mcq,"_____ have opened businesses, or joined the military or police.",time|other|no|good,other,simplewiki,CC BY-SA
mcq,"Afghanistan's _____ has also improved dramatically, and NATO agreed in 2012 to help the country for at least another 10 years after 2014.",accident|economy|opinion|winner,economy,simplewiki,CC BY-SA
mcq,Afghanistan improved diplomatic _____ with many countries in the world and continues.,bike|transition|tie|boyfriend,tie,simplewiki,CC BY-SA
mcq,"In August 2021, the Cabinet of Afghanistan lost its _____.",number|office|power|night,power,simplewiki,CC BY-SA
mcq,The Afghan _____ in the 2020s.,drawing|category|conflict|suit,conflict,simplewiki,CC BY-SA
mcq,The Afghan _____ as of 2025: In regard to (clashes or) skirmishes at the border with Pakistan; They have happened as late as 2025's first quarter.,drawing|bathroom|conflict|shock,conflict,simplewiki,CC BY-SA
mcq,"Afghanistan–Pakistan _____ conflicts, is the name of that part of the conflict.",context|border|restaurant|confidence,border,simplewiki,CC BY-SA
mcq,"Another _____ of the Afghan conflict, is the Republican armed rebellion in Afghanistan.",while|help|part|off,part,simplewiki,CC BY-SA
mcq,"According to Transparency International, Afghanistan remains in the top most corrupt _____ list.",third|past|post|country,country,simplewiki,CC BY-SA
mcq,"As of 2004, there are thirty-four _____.",procedure|province|uncle|darkness,province,simplewiki,CC BY-SA
mcq,Each _____ is divided into districts.,roof|saving|pack|province,province,simplewiki,CC BY-SA
mcq,(For _____ see List of cities in Afghanistan.) Notes.,water|city|black|second,city,simplewiki,CC BY-SA
mcq,"&lt;templatestyles src=""Reflist/styles.css"" /&gt; _____.",reference|escape|suicide|gain,reference,simplewiki,CC BY-SA
mcq,Its _____ border touches the Atlantic Ocean.,west|review|answer|relationship,west,simplewiki,CC BY-SA
mcq,The _____ has many natural resources.,t|country|saw|care,country,simplewiki,CC BY-SA
mcq,After _____ there was a civil war from 1975 to 2002.,independence|enforcement|solo|nurse,independence,simplewiki,CC BY-SA
